,Yearly Clock (cos),Yearly Clock (sin),Weekly Clock (cos),Weekly Clock (sin),Month,Time,Year,Daytype,Photovoltaics[MWh],Wind onshore[MWh],Wind offshore[MWh],PV + W / Residual Load,COVID,Oil Price
20687,-0.6313777912745829,0.775475392701296,-0.5606963282395442,-0.8280215139105345,6,03:00:00,2020,Thursday,0,1309,790,0.2704896907216494,0.0,37.76
20688,-0.6319330847558768,0.7750229521703997,-0.5294737368497117,-0.8483263298910404,6,04:00:00,2020,Thursday,0,1235,788,0.2578055307760927,0.0,37.76
20689,-0.6324880540218262,0.7745701140114325,-0.4975166935027159,-0.8674544020789361,6,05:00:00,2020,Thursday,5,1220,985,0.2794638340920586,0.0,37.76
20691,-0.6335970187689421,0.7736632457388091,-0.4315775232631838,-0.902075851253106,6,07:00:00,2020,Thursday,420,1146,1189,0.3320077127018558,0.0,37.76
20692,-0.6341510136811508,0.7732092160904247,-0.3976868629521125,-0.9175212035889456,6,08:00:00,2020,Thursday,901,1032,1198,0.3598436961268819,0.0,37.76
20693,-0.634704683240099,0.7727547897445124,-0.3632445569700245,-0.931693829448092,6,09:00:00,2020,Thursday,1516,916,1210,0.4151373532429043,0.0,37.76
20694,-0.635258027161725,0.7722999669342172,-0.328298381471483,-0.9445740694742816,6,10:00:00,2020,Thursday,2113,990,1298,0.513595518730307,0.0,37.76
20695,-0.6358110451621337,0.7718447478928876,-0.2928968115464842,-0.9561440570258768,6,11:00:00,2020,Thursday,2662,1065,1306,0.5935141509433962,0.0,37.76
20696,-0.6363637369575974,0.771389132854075,-0.2570889539785961,-0.9663877429594144,6,12:00:00,2020,Thursday,3130,1120,1236,0.6674777953522326,0.0,37.76
20697,-0.6369161022645559,0.7709331220515343,-0.2209244791278302,-0.9752909178917318,6,13:00:00,2020,Thursday,3535,1077,1276,0.7711853307138179,0.0,37.76
20698,-0.6374681407996162,0.7704767157192232,-0.1844535520307903,-0.9828412319104366,6,14:00:00,2020,Thursday,3705,1112,1341,0.8775830126834829,0.0,37.76
20699,-0.6380198522795533,0.7700199140913027,-0.1477267628146165,-0.9890282117049616,6,15:00:00,2020,Thursday,3704,1122,1314,0.9246987951807228,0.0,37.76
20700,-0.6385712364213095,0.7695627174021361,-0.1107950565222791,-0.9938432750943303,6,16:00:00,2020,Thursday,3393,1119,1336,0.8797953964194374,0.0,37.76
20702,-0.6396730215588903,0.7686471397785328,-0.036522023057709,-0.9993328483702376,6,18:00:00,2020,Thursday,2051,1042,1174,0.5020590657724439,0.0,37.76
20703,-0.6402234219894404,0.7681887593138362,0.0007162773335353,-0.9999997434733578,6,19:00:00,2020,Thursday,1184,1128,1087,0.3647778493238892,0.0,37.76
20704,-0.640773493951261,0.7677299847273736,0.0379535841508726,-0.9992795031672084,6,20:00:00,2020,Thursday,440,1314,1175,0.309979892052069,0.0,37.76
20705,-0.641323237162136,0.7672708162545208,0.0751382441941069,-0.9971731265228856,6,21:00:00,2020,Thursday,45,1440,1292,0.3017822212562486,0.0,37.76
20706,-0.6418726513400179,0.7668112541308558,0.1122186772916057,-0.9936835353707548,6,22:00:00,2020,Thursday,0,1593,1257,0.3115094545852006,0.0,37.76
20707,-0.6424217362030278,0.7663512985921583,0.1491434478483204,-0.9888155702475137,6,23:00:00,2020,Thursday,0,1644,1401,0.3761581222977146,0.0,37.76
