,Yearly Clock (cos),Yearly Clock (sin),Weekly Clock (cos),Weekly Clock (sin),Month,Time,Year,Daytype,Photovoltaics[MWh],Wind onshore[MWh],Wind offshore[MWh],PV + W / Residual Load,COVID,Oil Price
42,0.9995475211108183,0.0300791130390852,0.0064464519034356,0.9999792214130536,2,18:00:00,2018,Thursday,0,4461,1058,0.4096036811637227,0.0,68.6
43,0.999525719713366,0.0307950585561703,-0.0307950585561702,0.999525719713366,2,19:00:00,2018,Thursday,0,4883,993,0.4545173267326732,0.0,68.6
44,0.99950340550596,0.0315109882737495,-0.0679938520886645,0.997685740139722,2,20:00:00,2018,Thursday,0,5049,695,0.4680573663624511,0.0,68.6
45,0.9994805785000492,0.0322269018245127,-0.1050983289171192,0.9944618349935954,2,21:00:00,2018,Thursday,0,5141,752,0.5336895489947473,0.0,68.6
46,0.999457238707345,0.032942798841158,-0.1420570200946803,0.9898584762691176,2,22:00:00,2018,Thursday,0,5136,697,0.5605419950028829,0.0,68.6
47,0.999433386139822,0.0336586789563922,-0.1788186588989841,0.9838820494498152,2,23:00:00,2018,Thursday,0,5194,706,0.6298708231023807,0.0,68.6
49,0.9993841427295328,0.0350903870134975,-0.2515471499250827,0.9678450451206372,2,01:00:00,2018,Friday,0,4783,450,0.6161544801601319,0.0,67.45
50,0.9993587519120308,0.035806214220826,-0.2874131178558335,0.9578067131130312,2,02:00:00,2018,Friday,0,4578,340,0.5764857578244051,0.0,67.45
51,0.9993328483702394,0.0365220230576588,-0.3228804047714462,0.9464397731576094,2,03:00:00,2018,Friday,0,4475,296,0.5531594202898551,0.0,67.45
52,0.9993064321174476,0.0372378131567476,-0.3578998127297488,0.933759992743323,2,04:00:00,2018,Friday,0,4466,321,0.5436066318419259,0.0,67.45
53,0.999279503167209,0.0379535841508542,-0.3924227650574901,0.9197849604470786,2,05:00:00,2018,Friday,0,4317,349,0.490177539657527,0.0,67.45
54,0.9992520615333392,0.0386693356727497,-0.4264013737327785,0.9045340615359928,2,06:00:00,2018,Friday,0,4258,366,0.4259788116075541,0.0,67.45
55,0.9992241072299172,0.0393850673552155,-0.4597885058122728,0.8880284510773951,2,07:00:00,2018,Friday,0,3992,332,0.3316968395213255,0.0,67.45
56,0.9991956402712852,0.0401007788310432,-0.4925378488109709,0.8702910245938775,2,08:00:00,2018,Friday,42,3852,411,0.3100021602937999,0.0,67.45
57,0.9991666606720484,0.0408164697330346,-0.5246039749439153,0.8513463863040964,2,09:00:00,2018,Friday,494,3450,522,0.32334202143064,0.0,67.45
58,0.9991371684470746,0.0415321396940021,-0.5559424041406994,0.8312208149933803,2,10:00:00,2018,Friday,1190,3145,634,0.3677744060395233,0.0,67.45
59,0.999107163611495,0.042247788346769,-0.5865096657453617,0.8099422275614874,2,11:00:00,2018,Friday,1787,2970,715,0.4175824175824176,0.0,67.45
60,0.9990766461807036,0.0429634153241693,-0.6162633588160886,0.7875401402980757,2,12:00:00,2018,Friday,1975,2830,800,0.436458495561439,0.0,67.45
61,0.9990456161703576,0.0436790202590482,-0.6451622109410787,0.7640456279396008,2,13:00:00,2018,Friday,1696,2713,838,0.4063976454186352,0.0,67.45
63,0.9989820184749448,0.0451101625326798,-0.7002362872144839,0.713911158386024,2,15:00:00,2018,Friday,847,2447,962,0.321353065539112,0.0,67.45
65,0.9989163706557728,0.046541212230655,-0.7514264196524052,0.6598168956978652,2,17:00:00,2018,Friday,5,2474,914,0.2410999786825836,0.0,67.45
68,0.998814055240823,0.048687606774025,-0.8203144027795111,0.571912826043003,2,20:00:00,2018,Friday,0,2522,650,0.2333554035165158,0.0,67.45
69,0.9987789251892502,0.0494030221525581,-0.8410422420142848,0.5409694512147476,2,21:00:00,2018,Friday,0,2360,491,0.2190381069452981,0.0,67.45
71,0.9987071278239672,0.0508337765034428,-0.8789708671228671,0.4768754709033325,2,23:00:00,2018,Friday,0,1915,258,0.1780126157122962,0.0,67.45
72,0.998670460547093,0.0515491147417412,-0.8961190408442659,0.4438137724725913,2,00:00:00,2018,Saturday,0,1703,202,0.166520979020979,0.0,67.45
73,0.9986332808990588,0.0522644265325969,-0.9120241757943184,0.4101364440850071,2,01:00:00,2018,Saturday,0,1539,208,0.1599523896722212,0.0,67.45
75,0.998557384566075,0.053694969304022,-0.9400188339215656,0.3411225467082762,2,03:00:00,2018,Saturday,0,1429,156,0.1505223171889838,0.0,67.45
76,0.9985186679200638,0.0544101995506467,-0.9520695247072402,0.3058817093644697,2,04:00:00,2018,Saturday,0,1461,141,0.1508758711621774,0.0,67.45
77,0.9984794389807709,0.0551254018819398,-0.9627995658043272,0.2702165725617124,2,05:00:00,2018,Saturday,0,1385,143,0.1424974354191923,0.0,67.45
78,0.998439697768322,0.0558405759309645,-0.9721940731890596,0.2341766086868311,2,06:00:00,2018,Saturday,0,1244,143,0.1277869909710705,0.0,67.45
79,0.9983994443031072,0.0565557213307982,-0.9802400154042492,0.1978118100626891,2,07:00:00,2018,Saturday,0,1075,198,0.1091205211726384,0.0,67.45
80,0.9983586786057782,0.0572708377145334,-0.9869262316356846,0.1611726196020495,2,08:00:00,2018,Saturday,17,888,179,0.0847802283747849,0.0,67.45
81,0.9983174006972504,0.0579859247152772,-0.9922434471936984,0.1243098608364038,2,09:00:00,2018,Saturday,260,722,186,0.086333062310592,0.0,67.45
82,0.9982756105987012,0.0587009819661519,-0.9961842863784192,0.0872746674168368,2,10:00:00,2018,Saturday,647,639,145,0.1040878673261565,0.0,67.45
83,0.9982333083315712,0.0594160091002949,-0.9987432827108694,0.0501184121847088,2,11:00:00,2018,Saturday,1025,605,130,0.1300620750812888,0.0,67.45
84,0.998190493917564,0.0601310057508594,-0.9999168865157134,0.0128926359105486,2,12:00:00,2018,Saturday,1244,617,170,0.1529137178135823,0.0,67.45
85,0.9981471673786452,0.0608459715510139,-0.9997034698451394,-0.0243510241999895,2,13:00:00,2018,Saturday,1254,643,169,0.1586058651926915,0.0,67.45
86,0.998103328737044,0.0615609061339428,-0.998103328737044,-0.0615609061339425,2,14:00:00,2018,Saturday,966,627,165,0.1366285847516903,0.0,67.45
87,0.998058978015252,0.0622758091328466,-0.9951186828043878,-0.0986853947332653,2,15:00:00,2018,Saturday,594,604,218,0.1089398368979843,0.0,67.45
88,0.9980141152360232,0.0629906801809421,-0.9907536721562896,-0.1356729932920601,2,16:00:00,2018,Saturday,244,529,227,0.0750694392312889,0.0,67.45
89,0.9979687404223748,0.0637055189114621,-0.985014351655135,-0.1724723949895003,2,17:00:00,2018,Saturday,4,573,249,0.0596260737746336,0.0,67.45
90,0.9979228535975864,0.0644203249576565,-0.977908682517658,-0.2090325540593577,2,18:00:00,2018,Saturday,0,558,400,0.0649183438368232,0.0,67.45
91,0.9978764547852004,0.0651350979527916,-0.9694465212716544,-0.2453027565974083,2,19:00:00,2018,Saturday,0,610,443,0.073206340378198,0.0,67.45
92,0.997829544009022,0.0658498375301507,-0.9596396060836392,-0.2812326909085034,2,20:00:00,2018,Saturday,0,655,480,0.0841925673169646,0.0,67.45
93,0.9977821212931188,0.0665645433230344,-0.948501540476414,-0.3167725172957232,2,21:00:00,2018,Saturday,0,699,579,0.1018002230364824,0.0,67.45
94,0.997734186661821,0.0672792149647606,-0.9360477744591376,-0.3518729371947999,2,22:00:00,2018,Saturday,0,729,658,0.1134374744418091,0.0,67.45
95,0.997685740139722,0.0679938520886645,-0.9222955830960624,-0.3864852615579208,2,23:00:00,2018,Saturday,0,790,742,0.1327096327096327,0.0,67.45
96,0.9976367817516772,0.0687084543280993,-0.9072640425436764,-0.4205614783920494,2,00:00:00,2018,Sunday,0,888,736,0.1503007866728366,0.0,67.45
97,0.9975873115228048,0.069423021316436,-0.8909740035894848,-0.4540543193580751,2,01:00:00,2018,Sunday,0,1046,820,0.1866933466733366,0.0,67.45
99,0.9974868356443638,0.0708520480733893,-0.8547105308220141,-0.5191049108821366,2,03:00:00,2018,Sunday,0,1096,946,0.219239853983251,0.0,67.45
100,0.9974358300463446,0.0715665071088391,-0.8347873993687774,-0.5505724274381285,2,04:00:00,2018,Sunday,0,1091,1012,0.2268608414239482,0.0,67.45
101,0.9973843127105968,0.0722809294268574,-0.813706304457618,-0.5812762252887401,2,05:00:00,2018,Sunday,0,1192,1062,0.2469325153374233,0.0,67.45
102,0.9973322836635516,0.0729953146609075,-0.7914964884292541,-0.6111737140978493,2,06:00:00,2018,Sunday,0,1243,1121,0.2718803910293272,0.0,67.45
103,0.9972797429319028,0.0737096624444716,-0.7681887593138353,-0.6402234219894414,2,07:00:00,2018,Sunday,0,1273,1136,0.2673399178781489,0.0,67.45
104,0.9972266905426064,0.0744239724110513,-0.7438154480960213,-0.668385053074734,2,08:00:00,2018,Sunday,38,1379,1150,0.2706663854913538,0.0,67.45
105,0.997173126522881,0.0751382441941676,-0.7184103638675158,-0.6956195433480457,2,09:00:00,2018,Sunday,311,1559,1143,0.2989680492161143,0.0,67.45
106,0.997119050900208,0.0758524774273608,-0.6920087469292678,-0.7218891148738735,2,10:00:00,2018,Sunday,660,1544,1133,0.3178095238095238,0.0,67.45
107,0.9970644637023311,0.0765666717441914,-0.6646472199083894,-0.7471573281900199,2,11:00:00,2018,Sunday,978,1592,1138,0.3458310016787912,0.0,67.45
108,0.9970093649572564,0.0772808267782396,-0.6363637369575987,-0.7713891328540738,2,12:00:00,2018,Sunday,1178,1783,1119,0.3843617522373999,0.0,67.45
109,0.9969537546932524,0.0779949421631058,-0.6071975311076578,-0.7945509160631337,2,13:00:00,2018,Sunday,1229,1846,1092,0.4085694675948622,0.0,67.45
110,0.9968976329388504,0.0787090175324108,-0.5771890598458351,-0.8166105492793251,2,14:00:00,2018,Sunday,1049,1748,1049,0.3817748659916617,0.0,67.45
111,0.9968409997228432,0.0794230525197958,-0.5463799489958732,-0.8375374327964494,2,15:00:00,2018,Sunday,789,1699,1031,0.3456438463805127,0.0,67.45
112,0.9967838550742876,0.0801370467589228,-0.5148129349773223,-0.8573025381859285,2,16:00:00,2018,Sunday,314,1699,976,0.2817950410106533,0.0,67.45
113,0.996726199022501,0.0808509998834749,-0.4825318055243266,-0.8758784485631744,2,17:00:00,2018,Sunday,10,1790,936,0.2394119705985299,0.0,67.45
114,0.9966680315970644,0.0815649115271558,-0.4495813389460876,-0.8932393966185342,2,18:00:00,2018,Sunday,0,1890,950,0.2272909163665466,0.0,67.45
115,0.996609352827821,0.0822787813236911,-0.4160072420132722,-0.9093613003600444,2,19:00:00,2018,Sunday,0,2110,941,0.2501639881928501,0.0,67.45
116,0.9965501627448756,0.0829926089068273,-0.3818560865565185,-0.9242217965184226,2,20:00:00,2018,Sunday,0,2134,857,0.2552265551668231,0.0,67.45
117,0.9964904613785964,0.083706393910333,-0.3471752448649793,-0.9378002715679612,2,21:00:00,2018,Sunday,0,2147,811,0.2654819601507808,0.0,67.45
118,0.9964302487596132,0.0844201359679983,-0.3120128239745282,-0.9500778903202832,2,22:00:00,2018,Sunday,0,2204,771,0.2627395566545968,0.0,67.45
119,0.996369524918818,0.0851338347136356,-0.2764175989367716,-0.9610376220513066,2,23:00:00,2018,Sunday,0,2167,698,0.2655728587319244,0.0,67.45
120,0.996308289887366,0.0858474897810794,-0.2404389451614255,-0.9706642641251716,2,00:00:00,2018,Monday,0,2022,663,0.2573811349693251,0.0,67.69
121,0.9962465436966732,0.0865611008041866,-0.204126769925921,-0.97894446308236,2,01:00:00,2018,Monday,0,1929,577,0.24888270930579,0.0,67.69
123,0.9961215179645454,0.0879881892529322,-0.1307037275119858,-0.9914214722379542,2,03:00:00,2018,Monday,0,1903,520,0.2440817971189684,0.0,67.69
125,0.9959944479790142,0.089415097131183,-0.0565557213307984,-0.9983994443031072,2,05:00:00,2018,Monday,0,1816,594,0.2201516397186443,0.0,67.69
126,0.9959301464725504,0.0901284824412586,-0.0193382841361493,-0.9998129978984418,2,06:00:00,2018,Monday,0,1844,604,0.1951530612244898,0.0,67.69
128,0.9958000105971772,0.0915551139732871,0.0551254018819397,-0.9984794389807709,2,08:00:00,2018,Monday,87,1855,502,0.1587528418317635,0.0,67.69
129,0.9957341762950344,0.0922683594633019,0.0922683594633015,-0.9957341762950346,2,09:00:00,2018,Monday,627,1712,462,0.1835036687631027,0.0,67.69
130,0.9956678311282022,0.092981557614732,0.1292833283032651,-0.9916076951208226,2,10:00:00,2018,Monday,1405,1605,428,0.2299050421291962,0.0,67.69
131,0.9956009751307192,0.0936947080616684,0.1661189636147066,-0.9861057194477556,2,11:00:00,2018,Monday,1947,1578,347,0.2664281290855295,0.0,67.69
132,0.9955336083368858,0.0944078104382272,0.2027241693704561,-0.9792358812630686,2,12:00:00,2018,Monday,2376,1602,290,0.3043354249857387,0.0,67.69
133,0.9954657307812648,0.0951208643785488,0.2390481691804216,-0.9710077099650076,2,13:00:00,2018,Monday,2498,1551,228,0.307985886080507,0.0,67.69
134,0.9953973424986814,0.0958338695167985,0.2750405767253333,-0.9614326191442624,2,14:00:00,2018,Monday,2127,1440,197,0.2649398183993806,0.0,67.69
135,0.995328443524222,0.0965468254871667,0.3106514656494142,-0.9505238907517636,2,15:00:00,2018,Monday,1514,1453,176,0.2158802115529912,0.0,67.69
136,0.9952590338932358,0.097259731923869,0.3458314388150116,-0.9382966566748168,2,16:00:00,2018,Monday,664,1470,157,0.1513709943838784,0.0,67.69
137,0.9951891136413334,0.0979725884611464,0.3805316968231302,-0.9247678777471184,2,17:00:00,2018,Monday,32,1679,172,0.1196467149574278,0.0,67.69
138,0.9951186828043876,0.0986853947332654,0.4147041057048296,-0.9099563202217772,2,18:00:00,2018,Monday,0,1902,183,0.125572151288846,0.0,67.69
139,0.9950477414185336,0.0993981503745186,0.4483012636895709,-0.8938825297399731,2,19:00:00,2018,Monday,0,2129,170,0.1419924649496634,0.0,67.69
140,0.9949762895201674,0.1001108550192243,0.481276566957906,-0.8765688028313648,2,20:00:00,2018,Monday,0,2136,152,0.1480043987321301,0.0,67.69
141,0.994904327145948,0.1008235083017271,0.5135842742873071,-0.8580391559857744,2,21:00:00,2018,Monday,0,2117,185,0.1600278067431352,0.0,67.69
142,0.994831854332796,0.1015361098563977,0.5451795705014498,-0.8383192923390554,2,22:00:00,2018,Monday,0,1989,209,0.1584943755408134,0.0,67.69
143,0.994758871117894,0.1022486593176337,0.5760186286349448,-0.8174365660193563,2,23:00:00,2018,Monday,0,1830,146,0.1491883729709324,0.0,67.69
144,0.9946853775386856,0.1029611563198592,0.6060586707272938,-0.7954199442032276,2,00:00:00,2018,Tuesday,0,1742,149,0.1532911802853437,0.0,66.75
145,0.9946113736328775,0.1036736004975253,0.635258027161726,-0.7722999669342165,2,01:00:00,2018,Tuesday,0,1629,163,0.151735817104149,0.0,66.75
147,0.9944618349935954,0.1050983289171193,0.6909738914992807,-0.7228797142445902,2,03:00:00,2018,Tuesday,0,1474,99,0.132843509838696,0.0,66.75
148,0.9943863003368426,0.1058106124280856,0.7174131139342983,-0.696647991424,2,04:00:00,2018,Tuesday,0,1368,81,0.1196235449517047,0.0,66.75
149,0.9943102555069326,0.1065228416525696,0.7428571869806219,-0.669449923258818,2,05:00:00,2018,Tuesday,0,1197,50,0.0967341556124428,0.0,66.75
150,0.9942337005428804,0.1072350162251599,0.7672708162545198,-0.6413232371621372,2,06:00:00,2018,Tuesday,0,1091,45,0.079780883489009,0.0,66.75
152,0.9940790603697176,0.1086591999531533,0.8128727597525401,-0.5824413073025377,2,08:00:00,2018,Tuesday,134,1074,40,0.0740652818991098,0.0,66.75
157,0.993683535370752,0.1122186772916321,0.9066606344400796,-0.4218607518562402,2,13:00:00,2018,Tuesday,2949,543,42,0.239593220338983,0.0,66.75
158,0.9936029007695062,0.1129304014976607,0.9217409755994452,-0.3878061034859856,2,14:00:00,2018,Tuesday,2561,518,30,0.2114246854811288,0.0,66.75
160,0.9934401022949512,0.1143536757266551,0.948046773381226,-0.3181309722134048,2,16:00:00,2018,Tuesday,778,567,6,0.0836998946781488,0.0,66.75
161,0.9933579385051662,0.1150652250194054,0.959235740290709,-0.2826071381776043,2,17:00:00,2018,Tuesday,41,663,11,0.0422277344672808,0.0,66.75
163,0.9931920820313536,0.1164881461360986,0.9776082285951868,-0.2104332468574798,2,19:00:00,2018,Tuesday,0,1008,10,0.0577032082530325,0.0,66.75
164,0.993108389432419,0.1171995172300073,0.984766264854561,-0.173883304559111,2,20:00:00,2018,Tuesday,0,1042,16,0.0632585949177877,0.0,66.75
165,0.9930241873159636,0.1179108281943186,0.9905582966076868,-0.1370921625100346,2,21:00:00,2018,Tuesday,0,1030,19,0.0669133124960132,0.0,66.75
166,0.9929394757251874,0.1186220786640924,0.9949762895201671,-0.100110855019225,2,22:00:00,2018,Tuesday,0,913,30,0.062297681178569,0.0,66.75
167,0.992854254703552,0.119333268274419,0.9980141152360232,-0.0629906801809421,2,23:00:00,2018,Tuesday,0,865,44,0.0632523832718669,0.0,66.75
170,0.9925955354920264,0.1214664683000923,0.998814055240823,0.048687606774025,2,02:00:00,2018,Wednesday,0,662,45,0.0553511312925702,0.0,65.74
171,0.9925082771867968,0.1221774108241641,0.996308289887366,0.0858474897810791,2,03:00:00,2018,Wednesday,0,625,29,0.0511576971214017,0.0,65.74
174,0.9922434471936984,0.1243098608364036,0.9805223857326792,0.1964073600379961,2,06:00:00,2018,Wednesday,0,663,13,0.0457127400595077,0.0,65.74
175,0.9921541523211648,0.1250205504382021,0.9725285463221066,0.2327836475970986,2,07:00:00,2018,Wednesday,0,687,6,0.0415592203898051,0.0,65.74
176,0.9920643484206846,0.1257311758977964,0.9631856777823452,0.2688370326330885,2,08:00:00,2018,Wednesday,82,667,12,0.0439249639249639,0.0,65.74
177,0.991974035538332,0.1264417368505981,0.9525067399404956,0.3045175042061276,2,09:00:00,2018,Wednesday,651,552,17,0.0714453033497306,0.0,65.74
178,0.9918832137204426,0.1271522329320513,0.9405065459331716,0.339775568657982,2,10:00:00,2018,Wednesday,1463,344,25,0.1103547979037407,0.0,65.74
179,0.9917918830136128,0.1278626637776339,0.9272017416586684,0.3745623182664431,2,11:00:00,2018,Wednesday,2145,202,38,0.1484593837535014,0.0,65.74
180,0.9917000434647,0.1285730290228569,0.9126107826868431,0.4088294990869754,2,12:00:00,2018,Wednesday,2540,149,50,0.1751502749712239,0.0,65.74
181,0.9916076951208226,0.129283328303265,0.8967539086587334,0.4425295778874944,2,13:00:00,2018,Wednesday,2588,131,70,0.1790230438410681,0.0,65.74
182,0.9915148380293604,0.1299935612544369,0.8796531152114253,0.4756158080834098,2,14:00:00,2018,Wednesday,2280,192,71,0.1645209290289189,0.0,65.74
183,0.9914214722379544,0.1307037275119853,0.8613321234671222,0.5080422945814829,2,15:00:00,2018,Wednesday,1549,287,77,0.1197496087636932,0.0,65.74
184,0.9913275977945056,0.131413826711557,0.8418163471287243,0.5397640574425562,2,16:00:00,2018,Wednesday,627,387,95,0.0674943703974195,0.0,65.74
185,0.9912332147471768,0.1321238584888333,0.821132857227574,0.5707370942748338,2,17:00:00,2018,Wednesday,31,531,111,0.0394976230999471,0.0,65.74
186,0.9911383231443918,0.13283382247953,0.7993103445722615,0.60091844127117,2,18:00:00,2018,Wednesday,0,699,120,0.0454797867614393,0.0,65.74
187,0.9910429230348348,0.1335437183193979,0.7763790799505746,0.6302662328057083,2,19:00:00,2018,Wednesday,0,737,110,0.0473369474096015,0.0,65.74
189,0.990850597491447,0.1349633040898245,0.7273190237836755,0.6862995247283515,2,21:00:00,2018,Wednesday,0,617,122,0.0459291485394655,0.0,65.74
190,0.9907536721562896,0.1356729932920601,0.701258285197011,0.7129072993331935,2,22:00:00,2018,Wednesday,0,554,165,0.0467247205614764,0.0,65.74
191,0.9906562385117068,0.1363826128868209,0.6742248061623732,0.7385261747259269,2,23:00:00,2018,Wednesday,0,522,220,0.0514420410427066,0.0,65.74
192,0.990558296607687,0.1370921625100342,0.6462560857853876,0.7631206140482314,2,00:00:00,2018,Thursday,0,428,270,0.0513612950699043,0.0,64.26
193,0.9904598464944798,0.1378016417976633,0.6173909204783925,0.7866565014737011,2,01:00:00,2018,Thursday,0,355,336,0.0529015464706783,0.0,64.26
195,0.9902614218428044,0.1392203879102024,0.5571326026370675,0.8304235443909616,2,03:00:00,2018,Thursday,0,344,505,0.0666771381449776,0.0,64.26
197,0.9900609649638904,0.140638848312869,0.4937840825639111,0.8695845443696182,2,05:00:00,2018,Thursday,0,251,529,0.0582089552238805,0.0,64.26
198,0.9899599745676122,0.1413479704632949,0.4610601829960981,0.8873688678647705,2,06:00:00,2018,Thursday,0,220,455,0.0455465587044534,0.0,64.26
199,0.9898584762691176,0.1420570200946804,0.4276967303585856,0.9039222902664672,2,07:00:00,2018,Thursday,1,183,400,0.034716442753537,0.0,64.26
200,0.989756470120481,0.1427659968432452,0.3937400042897735,0.9192218497304604,2,08:00:00,2018,Thursday,57,196,351,0.0344375391983579,0.0,64.26
201,0.9896539561740364,0.1434749003452464,0.3592371073788595,0.9332463236906264,2,09:00:00,2018,Thursday,574,194,338,0.064667017482313,0.0,64.26
203,0.9894474050983652,0.1448924861547747,0.2887849330644523,0.9573939954036476,2,11:00:00,2018,Thursday,1993,107,400,0.1570845114671693,0.0,64.26
204,0.9893433680751104,0.1456011677350048,0.2529333823916809,0.9674836970574252,2,12:00:00,2018,Thursday,2316,132,450,0.1878402903811252,0.0,64.26
205,0.9892388234659908,0.1463097746140776,0.2167309787780051,0.9762313674728588,2,13:00:00,2018,Thursday,2412,194,512,0.2066269052352551,0.0,64.26
206,0.989133771324644,0.14701830642844,0.1802279398722594,0.983624872443454,2,14:00:00,2018,Thursday,2115,255,566,0.1964273767311166,0.0,64.26
207,0.9890282117049672,0.1477267628145774,0.1434749003452466,0.9896539561740364,2,15:00:00,2018,Thursday,1482,243,581,0.1488894628099173,0.0,64.26
210,0.9887084885188352,0.1498516757690756,0.0322269018245129,0.9994805785000492,2,18:00:00,2018,Thursday,0,335,647,0.0559512278502649,0.0,64.26
211,0.9886008995300184,0.1505598268079442,-0.0050139207555293,0.999987430220329,2,19:00:00,2018,Thursday,0,498,688,0.068765582420131,0.0,64.26
213,0.988384199993029,0.1519758967867607,-0.0794230525197956,0.9968409997228432,2,21:00:00,2018,Thursday,0,841,836,0.1117031905681742,0.0,64.26
214,0.9882750895560344,0.1526838150001894,-0.1164881461360982,0.9931920820313536,2,22:00:00,2018,Thursday,0,895,876,0.1232943469785575,0.0,64.26
215,0.9881654720812594,0.1533916548786853,-0.1533916548786855,0.9881654720812594,2,23:00:00,2018,Thursday,0,920,843,0.1305152502220906,0.0,64.26
217,0.9879447162435862,0.154807098178281,-0.2265094521832538,0.9740089671412898,2,01:00:00,2018,Friday,0,1055,842,0.1571795509155688,0.0,63.04
219,0.9877219329330472,0.1562222237807567,-0.2983708878759643,0.954450005641002,2,03:00:00,2018,Friday,0,1279,869,0.185764939894491,0.0,63.04
220,0.9876097811181652,0.1569296665380056,-0.3337055783885619,0.9426773503974492,2,04:00:00,2018,Friday,0,1385,880,0.1955114372032801,0.0,63.04
222,0.9873839574568756,0.1583443101497463,-0.4029379026705341,0.9152273196269172,2,06:00:00,2018,Friday,0,1639,921,0.1953452880579931,0.0,63.04
224,0.9871561074735165,0.1597586288052551,-0.4699352839600708,0.8827008716940115,2,08:00:00,2018,Friday,67,1945,850,0.1865224191866527,0.0,63.04
225,0.9870414227570224,0.1604656653673705,-0.5024792020736769,0.8645892964196359,2,09:00:00,2018,Friday,524,1884,929,0.2215509228522108,0.0,63.04
226,0.9869262316356848,0.1611726196020492,-0.5343261133148669,0.8452784184100691,2,10:00:00,2018,Friday,1223,1530,895,0.2429085097882541,0.0,63.04
227,0.9868105341686024,0.161879491146586,-0.5654318416940486,0.8247950244748548,2,11:00:00,2018,Friday,1833,1268,899,0.2710761724044456,0.0,63.04
228,0.9866943304151344,0.1625862796383183,-0.595753239342886,0.803167527862312,2,12:00:00,2018,Friday,2042,1191,921,0.2857535942766733,0.0,63.04
229,0.9865776204348996,0.1632929847146258,-0.6252482463662555,0.7804259288465,2,13:00:00,2018,Friday,1925,1200,921,0.28,0.0,63.04
232,0.9862244537336768,0.1654125958254412,-0.7083718583194814,0.7058394366575197,2,16:00:00,2018,Friday,371,1124,902,0.1589311762365734,0.0,63.04
234,0.9859864792370564,0.1668252461760925,-0.7589386987058833,0.6511620778321021,2,18:00:00,2018,Friday,0,1507,893,0.1496725912067352,0.0,63.04
235,0.9858667331627556,0.1675314431472378,-0.7826601749887067,0.6224492352687463,2,19:00:00,2018,Friday,0,1569,908,0.156901247862165,0.0,63.04
236,0.9857464812862894,0.1682375541658259,-0.8052959953508801,0.5928729711091874,2,20:00:00,2018,Friday,0,1482,866,0.1568051288900761,0.0,63.04
237,0.9856257236693534,0.1689435788695843,-0.8268147608364059,0.5624743116472404,2,21:00:00,2018,Friday,0,1292,814,0.149171270718232,0.0,63.04
238,0.9855044603739028,0.1696495168962846,-0.8471866219960602,0.5312954239506535,2,22:00:00,2018,Friday,0,1142,667,0.1310299869621903,0.0,63.04
239,0.985382691462152,0.1703553678837432,-0.8663833202926254,0.4993795573696683,2,23:00:00,2018,Friday,0,1009,498,0.1128838951310861,0.0,63.04
242,0.9850143516551348,0.1724723949895006,-0.91666452359922,0.3996575423717344,2,02:00:00,2018,Saturday,0,724,311,0.087756486348991,0.0,63.04
244,0.9847662648545612,0.1738833045591109,-0.9438664311140076,0.3303273531152188,2,04:00:00,2018,Saturday,0,707,225,0.0797535512579154,0.0,63.04
246,0.9845161571039804,0.1752938572831651,-0.9658330712289452,0.2591649639138427,2,06:00:00,2018,Saturday,0,613,264,0.0745368009518952,0.0,63.04
247,0.9843903455326736,0.175998998923469,-0.974813936933833,0.2230197039715574,2,07:00:00,2018,Saturday,0,573,316,0.0724354273608734,0.0,63.04
248,0.9842640289166672,0.1767040502669085,-0.9824426033624776,0.1865650854215701,2,08:00:00,2018,Saturday,37,613,341,0.0758631248564648,0.0,63.04
249,0.984137207320768,0.1774090109517547,-0.9887084885188352,0.1498516757690765,2,09:00:00,2018,Saturday,266,713,376,0.0998084855627578,0.0,63.04
253,0.983624872443454,0.1802279398722595,-0.9999989738935628,0.0014325542996143,2,13:00:00,2018,Saturday,1179,651,373,0.1657637321294206,0.0,63.04
254,0.9834955269292652,0.1809324418398397,-0.9993587519120308,-0.0358062142208263,2,14:00:00,2018,Saturday,951,707,324,0.151136190330944,0.0,63.04
255,0.983365676829466,0.1816368509794364,-0.9973322836635518,-0.0729953146609066,2,15:00:00,2018,Saturday,591,736,443,0.1354039167686658,0.0,63.04
256,0.9832353222106768,0.1823411669296501,-0.9939223801347092,-0.1100831606893374,2,16:00:00,2018,Saturday,242,798,565,0.1229602390255113,0.0,63.04
257,0.9831044631397762,0.1830453893291293,-0.989133771324644,-0.1470183064284403,2,17:00:00,2018,Saturday,18,957,706,0.125,0.0,63.04
259,0.98284123191045,0.1844535520307176,-0.9754489109004524,-0.2202258436767162,2,19:00:00,2018,Saturday,0,1735,862,0.1949114380066046,0.0,63.04
261,0.9825759836816949,0.1858613361943518,-0.9563536070966514,-0.2922118720949299,2,21:00:00,2018,Saturday,0,2454,1001,0.3160157321869569,0.0,63.04
262,0.9824426033624776,0.1865650854215703,-0.9448089798551516,-0.3276217202583917,2,22:00:00,2018,Saturday,0,2784,1024,0.3663299663299663,0.0,63.04
263,0.9823087189978558,0.1872687389309591,-0.9319537742865024,-0.3625771126162581,2,23:00:00,2018,Saturday,0,2948,1064,0.4215171254465223,0.0,63.04
264,0.9821743306565196,0.1879722963615062,-0.9178058223061172,-0.3970295612936044,2,00:00:00,2018,Sunday,0,3305,1055,0.5147579693034239,0.0,63.04
